drone_id,depot_lat,depot_lon,stop_index,lat,lon,leg_distance_km,payload_kg,wind_speed_mps,rain_mm,battery_before,battery_after,success,success_probability,prediction
1,12.96372549401472,77.60719287863338,0,12.970545114267296,77.60761809202866,0.7597057015260991,0.9783111776053326,3.5598092544785835,4.077996660552698,100.0,92.63204798712589,1,0.9999988616802425,1
1,12.96372549401472,77.60719287863338,1,13.02276811400178,77.6326310482934,6.408191682878422,3.332829723840349,2.987937497146641,4.74403063896376,92.63204798712589,72.76857601855158,1,0.9992585656376238,1
1,12.96372549401472,77.60719287863338,3,13.007419935307494,77.60797390697333,6.078722417023923,2.423413154753307,8.033318420538468,3.584905714563276,42.95513700497577,19.35024496528711,1,0.9574415313760234,1
1,12.96372549401472,77.60719287863338,4,13.0094510964154,77.53983205718446,7.386032180165527,1.5086891492048968,9.028477287788514,2.5078009881598806,19.35024496528711,0.0,1,0.7552556613220692,1
1,12.96372549401472,77.60719287863338,5,12.945886082536306,77.57154836883655,7.859290344163472,0.7647796069868923,6.649843253303677,0.2812736124506261,-5.5803543487171865,0.0,1,0.9448918838671286,1
1,12.96372549401472,77.60719287863338,6,12.97366490438711,77.63258064077236,7.299379786245298,1.489134485184005,0.6748935425702092,2.690854733888769,-26.87866098290059,0.0,1,0.9996225733225362,1
1,12.96372549401472,77.60719287863338,8,13.012237945858178,77.64810982510382,8.090842876157799,3.444575945031959,3.527731440545473,4.149308927117838,-69.55152921717921,0.0,1,0.9798260516537948,1
1,12.96372549401472,77.60719287863338,10,12.93248533984761,77.57937550974319,3.276207270360114,0.5634776000955877,7.038449618859136,5.159279803515721,-119.31696209688909,0.0,1,0.9991701654494252,1
1,12.96372549401472,77.60719287863338,11,13.00969432110826,77.54093652306821,9.54227411893911,1.0335931934768188,4.061388658848918,1.482647680680294,-133.8043677452514,0.0,1,0.9513018614643072,1
1,12.96372549401472,77.60719287863338,13,12.985398097550926,77.53760135507174,13.43533803860365,1.742947656849339,0.2056265027553008,4.97403602868917,-196.81465126137076,0.0,1,0.8627765188880103,1
1,12.96372549401472,77.60719287863338,14,13.025245088317106,77.58177888181514,6.522317048865163,2.55199610357086,0.5891625255589521,4.118560764102043,-220.70030543628124,0.0,1,0.9996674084308619,1
1,12.96372549401472,77.60719287863338,15,13.024306780515316,77.59655540918429,1.6041995010914984,1.61290687274031,8.198223600907124,3.4561048534121066,-236.29476824739143,0.0,1,0.9992374650623563,1
1,12.96372549401472,77.60719287863338,17,12.983226371456908,77.55050589992298,7.720795927056113,2.9067063723292046,4.347014178940404,3.175557654500569,-287.20716837507314,0.0,1,0.9716177380536656,1
1,12.96372549401472,77.60719287863338,19,12.99831816382276,77.64755481975992,8.407123533640672,0.9283297986381974,2.06607271564784,3.972890168980736,-340.5642156722108,0.0,1,0.9959768108457991,1
1,12.96372549401472,77.60719287863338,20,12.97476636254125,77.62695100994692,3.441238094694985,2.342013771420823,10.35598902028621,3.4152304241534,-357.5108478287256,0.0,1,0.9579053856494384,1
1,12.96372549401472,77.60719287863338,22,13.014347364939672,77.60427100359628,1.4586770031187626,1.845981953295735,13.310485617547066,2.124015940092933,-405.8877444341965,0.0,1,0.9460909419727661,1
1,12.96372549401472,77.60719287863338,24,12.934525712921234,77.55269507819598,7.456683788864785,0.7608043484676162,1.3847536829922498,3.1232939235256225,-455.0082053194404,0.0,1,0.9990120549364092,1
2,12.957026767362231,77.60609382117644,1,13.005699199744017,77.53590697725029,5.227482523918971,2.906703736659721,10.666831832006544,0.266729223514397,72.71607897901482,46.26124952140907,1,0.8778085200610313,1
2,12.957026767362231,77.60609382117644,2,13.008953288646817,77.5901715571569,5.890247091515676,1.4025778733227536,5.879052290491318,5.817991414975193,46.26124952140907,27.565860388900468,1,0.9964261463629209,1
